Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T18175,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,High,Positive,17-06-2024 19:29,Updated credit card details on file. Confirmed next payment date. Closed issue.,90
T15187,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,12-06-2024 11:17,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",90
T12163,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,19-06-2024 19:48,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1133
T18647,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Positive,15-03-2024 22:04,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,103
T12003,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Follow-Up,Low,Negative,12-11-2024 18:38,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,920
T19257,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,27-11-2024 18:43,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,425
T12782,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,30-11-2024 11:25,Checked plan details and billing cycle. Explained fee structure. No further action required.,769
T14993,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,02-01-2024 08:08,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,112
T19488,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Low,Neutral,20-12-2024 03:37,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1240
T11131,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,20-02-2024 13:00,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,119
T13828,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,22-04-2024 04:00,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,479
T19839,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,High,Positive,01-09-2024 02:39,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,59
T15127,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,10-08-2024 14:32,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1072
T10100,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,09-11-2024 20:11,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,301
T10906,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Low,Negative,15-01-2024 13:42,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1092
T15626,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,17-05-2024 09:27,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1014
