Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T11171,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,Low,Negative,22-07-2024 12:59,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,722,9
T15949,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,31-12-2024 17:07,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,90,9
T15164,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,27-10-2024 19:40,Updated credit card details on file. Confirmed next payment date. Closed issue.,461,5
T18468,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Escalate,Low,Negative,01-08-2024 16:08,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1130,6
T19152,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Low,Positive,30-06-2024 02:37,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",869,6
T13642,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Medium,Neutral,05-05-2024 20:55,Completed name change on account profile. Sent confirmation email.,402,5
T17052,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Escalate,Low,Neutral,30-03-2024 07:15,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,1044,5
T16774,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Medium,Neutral,29-09-2024 19:50,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,293,5
T10302,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Escalate,Low,Neutral,12-12-2024 05:44,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1180,5
T12994,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,29-07-2024 20:35,Answered question about operating hours. Closed ticket.,1100,5
T12539,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,11-10-2024 22:12,Cannot replicate user reported issue. Requested screen recording from customer.,86,9
T18388,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,Low,Negative,20-02-2024 14:07,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,989,6
T16649,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Resolve at L1,Medium,Neutral,17-04-2024 05:08,Answered question about operating hours. Closed ticket.,423,5
T18151,Do you offer services in the San Francisco region or only nationally? I am checking availability.,Do you offer services in the San Francisco region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,22-04-2024 18:15,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,798,5
T17364,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,06-10-2024 23:06,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",466,6
T18859,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,21-07-2024 10:34,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,352,5
T14784,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Negative,20-07-2024 18:32,Provided link to pricing page. Confirmed service availability in their city.,334,3
T16814,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,11-10-2024 07:30,Provided link to pricing page. Confirmed service availability in their city.,1154,6
